,example_id,sentence
1255,1255,The movie was a delightful endeavor in terms of seeing how fast it could bore one to sleep.
1256,1256,The Tailor was not professional and  does not explained to me what she would do to my dress to make it exactly
1257,1257,If anything like their other place the lunch buffet will be fantastic. I cant stand their disgusting overvalued competitors.
1258,1258,This cabinet maker place cut corners precisely.
1259,1259,"The food was just okay.
It wasn't great. Great location, okay food.
Don't eat the cashew crusted Mahi Mahi.
It was a salt and fat plate. Stick with the wood
grilled food. Presentation was very good."
1260,1260,Desserts were Choc.
1261,1261,"a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided ."
1262,1262,"Strangely, the moment the driver realized what was happening, he WAS able to pull over."
1263,1263,I WILL NEVER HAVE MY CAR WASHED OR DETAILED HERE AGAIN.
1264,1264,I personally was expected to order two!
1265,1265,The only problem I had was we didnt get seated until 8:00 when our Reservation was set for 7:30.
1266,1266,"Definitely not a as good as usual, including food, service, and atmostphere (we sat in the front part of the restaurant, which is the least attractive part."
1267,1267,a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .
1268,1268,As I was driving the lady called me twice but I didn't answer cause I was driving. i missed her
1269,1269,Soda was $3.50 and a cup of regular decaf coffee was $5.00!
1270,1270,"Not the first time I have ever been to Spenger's, and most definately, not the last."
1271,1271,"The food was really healthy, and everything was done right."
1272,1272,"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller ."
1273,1273,"Everything was good, appetizers, drinks, Desert, bread at the table. But the Entrees were very overpriced for what you got, and just mediocre. Filets were cold! Lobsert Tails were like Rubber."
1274,1274,They are right around the corner from my house so it's very convenient.
1275,1275,We were asked several times by the host if we needed anything.
1276,1276,"whether -lrb- binoche and magimel -rrb- are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria ."
1277,1277,You would not have to twist my arm to make me come here again.
1278,1278,"Dress is noted as business casual, but many people were dressed quite casually."
1279,1279,The pasta with pork was outstanding as was the baccala appetizer.
1280,1280,I look to other places before having a roll or two here
1281,1281,"See in LA, you get all these sauces at the table for FREE and they are authentic and damn good."
1282,1282,Love me some egg works.
1283,1283,ok neighborhood restaurant nothing special
1284,1284,The agave syrup makes honey look bad
1285,1285,Like really busy.
1286,1286,"were unable to go, we cancelled by phone"
1287,1287,nice looking place. TOO NOISEY if you want to talk or even meet someone. Waiter took our order and FORGOT to order appitizer so it never came. Food good VERY OVER PRICED FOR THE QUALITY!!!
1288,1288,Call me crazy but I tried them again tonight hoping I could get a latte after work to enjoy my evening.
1289,1289,I had questions before coming into town.
1290,1290,feels like the grittiest movie that was ever made for the lifetime cable television network .
1291,1291,director barry skolnick and his screenwriters glibly tick off every point of `` the longest yard '' playbook like a checklist .
1292,1292,The staff here are always on point correctly
1293,1293,I ordered the Italian melt panini with a side salad through postmates.
1294,1294,We enjoyed the opportunity to savor our cocktails and conversation before dinner; enjoy our wine during dinner; and linger over coffee and desert.
1295,1295,it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .
1296,1296,You get the view of a bar on the first seat instead
1297,1297,We usually go to Keg's a few times a year.
1298,1298,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth ."
1299,1299,"After speaking with us a few minutes, the ""wine expert"" recommended a bottle."
1300,1300,My husband and friend order the shrimp and chicken creole.
1301,1301,Me and my husband rarely get the chance to go out without the kids.
1302,1302,Had a very nice meal and good service!
1303,1303,Service was very rushed as if they were closing. No attention to detail!
1304,1304,"Very good seafood with an impressive list of fresh-caught specials. Quiet,dark. A little pricey, but very good quality and variety."
1305,1305,Everything is well made and the staff and owner is crazy friendly!! I would go there more often if it was not so darn expensive.
1306,1306,One disappointment was the desserts-wished they were Asian!
1307,1307,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively ."
1308,1308,"I thought the food was okay, but very spending for the quality."
1309,1309,She processed me & went to tell the stylist I was there.
1310,1310,a benign but forgettable sci-fi diversion .
1311,1311,"it 's rather like a lifetime special -- pleasant , sweet and forgettable ."
1312,1312,They let us check I early at no cost.
1313,1313,"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy ."
1314,1314,I had the lasagne and it was probably the worst lasagne I've ever had. I was very disappointed in the food. I'm not sure if I'll return to eat at Il Fornaio.
1315,1315,Veal parm was okay; spinach and cheese raviolis doughy and sauce too sweet and pasty. Fish was oily. Service - poor. Left less than a 15% tip. Food took forever to get to the table.
1316,1316,There were so many choices to choose from I found it difficult to choose
1317,1317,This didn't catch my senses too much.
1318,1318,This could be the magical place where all the Patty King patties are made.
